        2.48476        1.65650        7.45427
        2.48476        2.48476        6.62602
        1.65650        1.65650        8.28252
        1.65650        2.48476        9.11077
        2.48476        1.65650        9.11077
        2.48476        2.48476        8.28252
        1.65650        3.31301        0.00000
        1.65650        4.14126        0.82825
        2.48476        3.31301        0.82825
        2.48476        4.14126        0.00000
        1.65650        3.31301        1.65650
        1.65650        4.14126        2.48476
        2.48476        3.31301        2.48476
        2.48476        4.14126        1.65650
        1.65650        3.31301        3.31301
        1.65650        4.14126        4.14126
        2.48476        3.31301        4.14126
        2.48476        4.14126        3.31301
        1.65650        3.31301        4.96951
        1.65650        4.14126        5.79776
        2.48476        3.31301        5.79776
        2.48476        4.14126        4.96951
        1.65650        3.31301        6.62602
        1.65650        4.14126        7.45427
        2.48476        3.31301        7.45427
        2.48476        4.14126        6.62602
        1.65650        3.31301        8.28252
        1.65650        4.14126        9.11077
        2.48476        3.31301        9.11077
        2.48476        4.14126        8.28252
        1.65650        4.96951        0.00000
        1.65650        5.79776        0.82825
        2.48476        4.96951        0.82825
        2.48476        5.79776        0.00000
        1.65650        4.96951        1.65650
        1.65650        5.79776        2.48476
        2.48476        4.96951        2.48476
        2.48476        5.79776        1.65650
        1.65650        4.96951        3.31301
        1.65650        5.79776        4.14126
        2.48476        4.96951        4.14126
        2.48476        5.79776        3.31301
        1.65650        4.96951        4.96951
        1.65650        5.79776        5.79776
        2.48476        4.96951        5.79776
        2.48476        5.79776        4.96951
        1.65650        4.96951        6.62602
        1.65650        5.79776        7.45427
        2.48476        4.96951        7.45427
        2.48476        5.79776        6.62602
        1.65650        4.96951        8.28252
        1.65650        5.79776        9.11077
        2.48476        4.96951        9.11077
        2.48476        5.79776        8.28252
        1.65650        6.62602        0.00000
        1.65650        7.45427        0.82825
        2.48476        6.62602        0.82825
        2.48476        7.45427        0.00000
        1.65650        6.62602        1.65650
        1.65650        7.45427        2.48476
        2.48476        6.62602        2.48476
        2.48476        7.45427        1.65650
        1.65650        6.62602        3.31301
        1.65650        7.45427        4.14126
        2.48476        6.62602        4.14126
        2.48476        7.45427        3.31301
        1.65650        6.62602        4.96951
        1.65650        7.45427        5.79776
        2.48476        6.62602        5.79776
        2.48476        7.45427        4.96951
        1.65650        6.62602        6.62602
        1.65650        7.45427        7.45427
        2.48476        6.62602        7.45427
        2.48476        7.45427        6.62602
        1.65650        6.62602        8.28252
        1.65650        7.45427        9.11077
        2.48476        6.62602        9.11077
        2.48476        7.45427        8.28252
        1.65650        8.28252        0.00000
        1.65650        9.11077        0.82825
        2.48476        8.28252        0.82825
        2.48476        9.11077        0.00000
        1.65650        8.28252        1.65650
        1.65650        9.11077        2.48476
        2.48476        8.28252        2.48476
        2.48476        9.11077        1.65650
        1.65650        8.28252        3.31301
        1.65650        9.11077        4.14126
        2.48476        8.28252        4.14126
        2.48476        9.11077        3.31301
        1.65650        8.28252        4.96951
        1.65650        9.11077        5.79776
        2.48476        8.28252        5.79776
        2.48476        9.11077        4.96951
        1.65650        8.28252        6.62602
        1.65650        9.11077        7.45427
        2.48476        8.28252        7.45427
        2.48476        9.11077        6.62602
        1.65650        8.28252        8.28252
        1.65650        9.11077        9.11077
        2.48476        8.28252        9.11077
        2.48476        9.11077        8.28252
        3.31301        0.00000        0.00000
        3.31301        0.82825        0.82825
        4.14126        0.00000        0.82825
        4.14126        0.82825        0.00000
        3.31301        0.00000        1.65650
        3.31301        0.82825        2.48476
        4.14126        0.00000        2.48476
        4.14126        0.82825        1.65650
        3.31301        0.00000        3.31301
        3.31301        0.82825        4.14126
        4.14126        0.00000        4.14126
        4.14126        0.82825        3.31301
        3.31301        0.00000        4.96951
        3.31301        0.82825        5.79776
        4.14126        0.00000        5.79776
        4.14126        0.82825        4.96951
        3.31301        0.00000        6.62602
        3.31301        0.82825        7.45427
        4.14126        0.00000        7.45427
        4.14126        0.82825        6.62602
        3.31301        0.00000        8.28252
        3.31301        0.82825        9.11077
        4.14126        0.00000        9.11077
        4.14126        0.82825        8.28252
        3.31301        1.65650        0.00000
        3.31301        2.48476        0.82825
        4.14126        1.65650        0.82825
        4.14126        2.48476        0.00000
        3.31301        1.65650        1.65650
        3.31301        2.48476        2.48476
        4.14126        1.65650        2.48476
        4.14126        2.48476        1.65650
        3.31301        1.65650        3.31301
        3.31301        2.48476        4.14126
        4.14126        1.65650        4.14126
        4.14126        2.48476        3.31301
        3.31301        1.65650        4.96951
        3.31301        2.48476        5.79776
        4.14126        1.65650        5.79776
        4.14126        2.48476        4.96951
        3.31301        1.65650        6.62602
        3.31301        2.48476        7.45427
        4.14126        1.65650        7.45427
        4.14126        2.48476        6.62602
        3.31301        1.65650        8.28252
        3.31301        2.48476        9.11077
        4.14126        1.65650        9.11077
        4.14126        2.48476        8.28252
        3.31301        3.31301        0.00000
        3.31301        4.14126        0.82825
        4.14126        3.31301        0.82825
        4.14126        4.14126        0.00000
        3.31301        3.31301        1.65650
        3.31301        4.14126        2.48476
        4.14126        3.31301        2.48476
        4.14126        4.14126        1.65650
        3.31301        3.31301        3.31301
        3.31301        4.14126        4.14126
        4.14126        3.31301        4.14126
        4.14126        4.14126        3.31301
        3.31301        3.31301        4.96951
        3.31301        4.14126        5.79776
        4.14126        3.31301        5.79776
        4.14126        4.14126        4.96951
        3.31301        3.31301        6.62602
        3.31301        4.14126        7.45427
        4.14126        3.31301        7.45427
        4.14126        4.14126        6.62602
        3.31301        3.31301        8.28252
        3.31301        4.14126        9.11077
        4.14126        3.31301        9.11077
        4.14126        4.14126        8.28252
        3.31301        4.96951        0.00000
        3.31301        5.79776        0.82825
        4.14126        4.96951        0.82825
        4.14126        5.79776        0.00000
        3.31301        4.96951        1.65650
        3.31301        5.79776        2.48476
        4.14126        4.96951        2.48476
        4.14126        5.79776        1.65650
        3.31301        4.96951        3.31301
        3.31301        5.79776        4.14126
        4.14126        4.96951        4.14126
        4.14126        5.79776        3.31301
        3.31301        4.96951        4.96951
        3.31301        5.79776        5.79776
        4.14126        4.96951        5.79776
        4.14126        5.79776        4.96951
        3.31301        4.96951        6.62602
        3.31301        5.79776        7.45427
        4.14126        4.96951        7.45427
        4.14126        5.79776        6.62602
        3.31301        4.96951        8.28252
        3.31301        5.79776        9.11077
        4.14126        4.96951        9.11077
        4.14126        5.79776        8.28252
        3.31301        6.62602        0.00000
        3.31301        7.45427        0.82825
        4.14126        6.62602        0.82825
        4.14126        7.45427        0.00000
        3.31301        6.62602        1.65650
        3.31301        7.45427        2.48476
        4.14126        6.62602        2.48476
        4.14126        7.45427        1.65650
        3.31301        6.62602        3.31301
        3.31301        7.45427        4.14126
        4.14126        6.62602        4.14126
        4.14126        7.45427        3.31301
        3.31301        6.62602        4.96951
        3.31301        7.45427        5.79776
        4.14126        6.62602        5.79776
        4.14126        7.45427        4.96951
        3.31301        6.62602        6.62602
        3.31301        7.45427        7.45427
        4.14126        6.62602        7.45427
        4.14126        7.45427        6.62602
        3.31301        6.62602        8.28252
        3.31301        7.45427        9.11077
        4.14126        6.62602        9.11077
        4.14126        7.45427        8.28252
        3.31301        8.28252        0.00000
        3.31301        9.11077        0.82825
        4.14126        8.28252        0.82825
        4.14126        9.11077        0.00000
        3.31301        8.28252        1.65650
        3.31301        9.11077        2.48476
        4.14126        8.28252        2.48476
        4.14126        9.11077        1.65650
        3.31301        8.28252        3.31301
        3.31301        9.11077        4.14126
        4.14126        8.28252        4.14126
        4.14126        9.11077        3.31301
        3.31301        8.28252        4.96951
        3.31301        9.11077        5.79776
        4.14126        8.28252        5.79776
        4.14126        9.11077        4.96951
        3.31301        8.28252        6.62602
        3.31301        9.11077        7.45427
        4.14126        8.28252        7.45427
        4.14126        9.11077        6.62602
        3.31301        8.28252        8.28252
        3.31301        9.11077        9.11077
        4.14126        8.28252        9.11077
        4.14126        9.11077        8.28252
        4.96951        0.00000        0.00000
        4.96951        0.82825        0.82825
        5.79776        0.00000        0.82825
        5.79776        0.82825        0.00000
        4.96951        0.00000        1.65650
        4.96951        0.82825        2.48476
        5.79776        0.00000        2.48476
        5.79776        0.82825        1.65650
        4.96951        0.00000        3.31301
        4.96951        0.82825        4.14126
        5.79776        0.00000        4.14126
        5.79776        0.82825        3.31301
        4.96951        0.00000        4.96951
        4.96951        0.82825        5.79776
        5.79776        0.00000        5.79776
        5.79776        0.82825        4.96951
        4.96951        0.00000        6.62602
        4.96951        0.82825        7.45427
        5.79776        0.00000        7.45427
        5.79776        0.82825        6.62602
        4.96951        0.00000        8.28252
        4.96951        0.82825        9.11077
        5.79776        0.00000        9.11077
        5.79776        0.82825        8.28252
        4.96951        1.65650        0.00000
        4.96951        2.48476        0.82825
        5.79776        1.65650        0.82825
        5.79776        2.48476        0.00000
        4.96951        1.65650        1.65650
        4.96951        2.48476        2.48476
        5.79776        1.65650        2.48476
        5.79776        2.48476        1.65650
        4.96951        1.65650        3.31301
        4.96951        2.48476        4.14126
        5.79776        1.65650        4.14126
        5.79776        2.48476        3.31301
        4.96951        1.65650        4.96951
        4.96951        2.48476        5.79776
        5.79776        1.65650        5.79776
        5.79776        2.48476        4.96951
        4.96951        1.65650        6.62602
        4.96951        2.48476        7.45427
        5.79776        1.65650        7.45427
        5.79776        2.48476        6.62602
        4.96951        1.65650        8.28252
        4.96951        2.48476        9.11077
        5.79776        1.65650        9.11077
        5.79776        2.48476        8.28252
        4.96951        3.31301        0.00000
        4.96951        4.14126        0.82825
        5.79776        3.31301        0.82825
        5.79776        4.14126        0.00000
        4.96951        3.31301        1.65650
        4.96951        4.14126        2.48476
        5.79776        3.31301        2.48476
        5.79776        4.14126        1.65650
        4.96951        3.31301        3.31301
        4.96951        4.14126        4.14126
        5.79776        3.31301        4.14126
        5.79776        4.14126        3.31301
        4.96951        3.31301        4.96951
        4.96951        4.14126        5.79776
        5.79776        3.31301        5.79776
        5.79776        4.14126        4.96951
        4.96951        3.31301        6.62602
        4.96951        4.14126        7.45427
        5.79776        3.31301        7.45427
        5.79776        4.14126        6.62602
        4.96951        3.31301        8.28252
        4.96951        4.14126        9.11077
        5.79776        3.31301        9.11077
        5.79776        4.14126        8.28252
        4.96951        4.96951        0.00000
        4.96951        5.79776        0.82825
        5.79776        4.96951        0.82825
        5.79776        5.79776        0.00000
        4.96951        4.96951        1.65650
        4.96951        5.79776        2.48476
        5.79776        4.96951        2.48476
        5.79776        5.79776        1.65650
        4.96951        4.96951        3.31301
        4.96951        5.79776        4.14126
        5.79776        4.96951        4.14126
        5.79776        5.79776        3.31301
        4.96951        4.96951        4.96951
        4.96951        5.79776        5.79776
        5.79776        4.96951        5.79776
        5.79776        5.79776        4.96951
        4.96951        4.96951        6.62602
        4.96951        5.79776        7.45427
        5.79776        4.96951        7.45427
        5.79776        5.79776        6.62602
        4.96951        4.96951        8.28252
        4.96951        5.79776        9.11077
        5.79776        4.96951        9.11077
        5.79776        5.79776        8.28252
        4.96951        6.62602        0.00000
        4.96951        7.45427        0.82825
        5.79776        6.62602        0.82825
        5.79776        7.45427        0.00000
        4.96951        6.62602        1.65650
        4.96951        7.45427        2.48476
        5.79776        6.62602        2.48476
        5.79776        7.45427        1.65650
        4.96951        6.62602        3.31301
        4.96951        7.45427        4.14126
        5.79776        6.62602        4.14126
        5.79776        7.45427        3.31301
        4.96951        6.62602        4.96951
        4.96951        7.45427        5.79776
        5.79776        6.62602        5.79776
        5.79776        7.45427        4.96951
        4.96951        6.62602        6.62602
        4.96951        7.45427        7.45427
        5.79776        6.62602        7.45427
        5.79776        7.45427        6.62602
        4.96951        6.62602        8.28252
        4.96951        7.45427        9.11077
        5.79776        6.62602        9.11077
        5.79776        7.45427        8.28252
        4.96951        8.28252        0.00000
        4.96951        9.11077        0.82825
        5.79776        8.28252        0.82825
        5.79776        9.11077        0.00000
        4.96951        8.28252        1.65650
        4.96951        9.11077        2.48476
        5.79776        8.28252        2.48476
        5.79776        9.11077        1.65650
        4.96951        8.28252        3.31301
        4.96951        9.11077        4.14126
        5.79776        8.28252        4.14126
        5.79776        9.11077        3.31301
        4.96951        8.28252        4.96951
        4.96951        9.11077        5.79776
        5.79776        8.28252        5.79776
        5.79776        9.11077        4.96951
        4.96951        8.28252        6.62602
        4.96951        9.11077        7.45427
        5.79776        8.28252        7.45427
        5.79776        9.11077        6.62602
        4.96951        8.28252        8.28252
        4.96951        9.11077        9.11077
        5.79776        8.28252        9.11077
        5.79776        9.11077        8.28252
        6.62602        0.00000        0.00000
        6.62602        0.82825        0.82825
        7.45427        0.00000        0.82825
        7.45427        0.82825        0.00000
        6.62602        0.00000        1.65650
        6.62602        0.82825        2.48476
        7.45427        0.00000        2.48476
        7.45427        0.82825        1.65650
        6.62602        0.00000        3.31301
        6.62602        0.82825        4.14126
        7.45427        0.00000        4.14126
        7.45427        0.82825        3.31301
        6.62602        0.00000        4.96951
        6.62602        0.82825        5.79776
        7.45427        0.00000        5.79776
        7.45427        0.82825        4.96951
        6.62602        0.00000        6.62602
        6.62602        0.82825        7.45427
        7.45427        0.00000        7.45427
        7.45427        0.82825        6.62602
        6.62602        0.00000        8.28252
        6.62602        0.82825        9.11077
        7.45427        0.00000        9.11077
        7.45427        0.82825        8.28252
        6.62602        1.65650        0.00000
        6.62602        2.48476        0.82825
        7.45427        1.65650        0.82825
        7.45427        2.48476        0.00000
        6.62602        1.65650        1.65650
        6.62602        2.48476        2.48476
        7.45427        1.65650        2.48476
        7.45427        2.48476        1.65650
        6.62602        1.65650        3.31301
        6.62602        2.48476        4.14126
        7.45427        1.65650        4.14126
        7.45427        2.48476        3.31301
        6.62602        1.65650        4.96951
        6.62602        2.48476        5.79776
        7.45427        1.65650        5.79776
        7.45427        2.48476        4.96951
        6.62602        1.65650        6.62602
        6.62602        2.48476        7.45427
        7.45427        1.65650        7.45427
        7.45427        2.48476        6.62602
        6.62602        1.65650        8.28252
        6.62602        2.48476        9.11077
        7.45427        1.65650        9.11077
        7.45427        2.48476        8.28252
        6.62602        3.31301        0.00000
        6.62602        4.14126        0.82825
        7.45427        3.31301        0.82825
        7.45427        4.14126        0.00000
        6.62602        3.31301        1.65650
        6.62602        4.14126        2.48476
        7.45427        3.31301        2.48476
        7.45427        4.14126        1.65650
        6.62602        3.31301        3.31301
        6.62602        4.14126        4.14126
        7.45427        3.31301        4.14126
        7.45427        4.14126        3.31301
        6.62602        3.31301        4.96951
        6.62602        4.14126        5.79776
        7.45427        3.31301        5.79776
        7.45427        4.14126        4.96951
        6.62602        3.31301        6.62602
        6.62602        4.14126        7.45427
        7.45427        3.31301        7.45427
        7.45427        4.14126        6.62602
        6.62602        3.31301        8.28252
        6.62602        4.14126        9.11077
        7.45427        3.31301        9.11077
        7.45427        4.14126        8.28252
        6.62602        4.96951        0.00000
        6.62602        5.79776        0.82825
        7.45427        4.96951        0.82825
        7.45427        5.79776        0.00000
        6.62602        4.96951        1.65650
        6.62602        5.79776        2.48476
        7.45427        4.96951        2.48476
        7.45427        5.79776        1.65650
        6.62602        4.96951        3.31301
        6.62602        5.79776        4.14126
        7.45427        4.96951        4.14126
        7.45427        5.79776        3.31301
        6.62602        4.96951        4.96951
        6.62602        5.79776        5.79776
        7.45427        4.96951        5.79776
        7.45427        5.79776        4.96951
        6.62602        4.96951        6.62602
        6.62602        5.79776        7.45427
        7.45427        4.96951        7.45427
        7.45427        5.79776        6.62602
        6.62602        4.96951        8.28252
        6.62602        5.79776        9.11077
        7.45427        4.96951        9.11077
        7.45427        5.79776        8.28252
        6.62602        6.62602        0.00000
        6.62602        7.45427        0.82825
        7.45427        6.62602        0.82825
        7.45427        7.45427        0.00000
        6.62602        6.62602        1.65650
        6.62602        7.45427        2.48476
        7.45427        6.62602        2.48476
        7.45427        7.45427        1.65650
        6.62602        6.62602        3.31301
        6.62602        7.45427        4.14126
        7.45427        6.62602        4.14126
        7.45427        7.45427        3.31301
        6.62602        6.62602        4.96951
        6.62602        7.45427        5.79776
        7.45427        6.62602        5.79776
        7.45427        7.45427        4.96951
        6.62602        6.62602        6.62602
        6.62602        7.45427        7.45427
        7.45427        6.62602        7.45427
        7.45427        7.45427        6.62602
        6.62602        6.62602        8.28252
        6.62602        7.45427        9.11077
        7.45427        6.62602        9.11077
        7.45427        7.45427        8.28252
        6.62602        8.28252        0.00000
        6.62602        9.11077        0.82825
        7.45427        8.28252        0.82825
        7.45427        9.11077        0.00000
        6.62602        8.28252        1.65650
        6.62602        9.11077        2.48476
        7.45427        8.28252        2.48476
        7.45427        9.11077        1.65650
        6.62602        8.28252        3.31301
        6.62602        9.11077        4.14126
        7.45427        8.28252        4.14126
        7.45427        9.11077        3.31301
        6.62602        8.28252        4.96951
        6.62602        9.11077        5.79776
        7.45427        8.28252        5.79776
        7.45427        9.11077        4.96951
        6.62602        8.28252        6.62602
        6.62602        9.11077        7.45427
        7.45427        8.28252        7.45427
        7.45427        9.11077        6.62602
        6.62602        8.28252        8.28252
        6.62602        9.11077        9.11077
        7.45427        8.28252        9.11077
        7.45427        9.11077        8.28252
        8.28252        0.00000        0.00000
        8.28252        0.82825        0.82825
        9.11077        0.00000        0.82825
        9.11077        0.82825        0.00000
        8.28252        0.00000        1.65650
        8.28252        0.82825        2.48476
        9.11077        0.00000        2.48476
        9.11077        0.82825        1.65650
        8.28252        0.00000        3.31301
        8.28252        0.82825        4.14126
        9.11077        0.00000        4.14126
        9.11077        0.82825        3.31301
        8.28252        0.00000        4.96951
        8.28252        0.82825        5.79776
        9.11077        0.00000        5.79776
        9.11077        0.82825        4.96951
        8.28252        0.00000        6.62602
        8.28252        0.82825        7.45427
        9.11077        0.00000        7.45427
        9.11077        0.82825        6.62602
        8.28252        0.00000        8.28252
        8.28252        0.82825        9.11077
        9.11077        0.00000        9.11077
        9.11077        0.82825        8.28252
        8.28252        1.65650        0.00000
        8.28252        2.48476        0.82825
        9.11077        1.65650        0.82825
        9.11077        2.48476        0.00000
        8.28252        1.65650        1.65650
        8.28252        2.48476        2.48476
        9.11077        1.65650        2.48476
        9.11077        2.48476        1.65650
        8.28252        1.65650        3.31301
        8.28252        2.48476        4.14126
        9.11077        1.65650        4.14126
        9.11077        2.48476        3.31301
        8.28252        1.65650        4.96951
        8.28252        2.48476        5.79776
        9.11077        1.65650        5.79776
        9.11077        2.48476        4.96951
        8.28252        1.65650        6.62602
        8.28252        2.48476        7.45427
        9.11077        1.65650        7.45427
        9.11077        2.48476        6.62602
        8.28252        1.65650        8.28252
        8.28252        2.48476        9.11077
        9.11077        1.65650        9.11077
        9.11077        2.48476        8.28252
        8.28252        3.31301        0.00000
        8.28252        4.14126        0.82825
        9.11077        3.31301        0.82825
        9.11077        4.14126        0.00000
        8.28252        3.31301        1.65650
        8.28252        4.14126        2.48476
        9.11077        3.31301        2.48476
        9.11077        4.14126        1.65650
        8.28252        3.31301        3.31301
        8.28252        4.14126        4.14126
        9.11077        3.31301        4.14126
        9.11077        4.14126        3.31301
        8.28252        3.31301        4.96951
        8.28252        4.14126        5.79776
        9.11077        3.31301        5.79776
        9.11077        4.14126        4.96951
        8.28252        3.31301        6.62602
        8.28252        4.14126        7.45427
        9.11077        3.31301        7.45427
        9.11077        4.14126        6.62602
        8.28252        3.31301        8.28252
        8.28252        4.14126        9.11077
        9.11077        3.31301        9.11077
        9.11077        4.14126        8.28252
        8.28252        4.96951        0.00000
        8.28252        5.79776        0.82825
        9.11077        4.96951        0.82825
        9.11077        5.79776        0.00000
        8.28252        4.96951        1.65650
        8.28252        5.79776        2.48476
        9.11077        4.96951        2.48476
        9.11077        5.79776        1.65650
        8.28252        4.96951        3.31301
        8.28252        5.79776        4.14126
        9.11077        4.96951        4.14126
        9.11077        5.79776        3.31301
        8.28252        4.96951        4.96951
        8.28252        5.79776        5.79776
        9.11077        4.96951        5.79776
        9.11077        5.79776        4.96951
        8.28252        4.96951        6.62602
        8.28252        5.79776        7.45427
        9.11077        4.96951        7.45427
        9.11077        5.79776        6.62602
        8.28252        4.96951        8.28252
        8.28252        5.79776        9.11077
        9.11077        4.96951        9.11077
        9.11077        5.79776        8.28252
        8.28252        6.62602        0.00000
        8.28252        7.45427        0.82825
        9.11077        6.62602        0.82825
        9.11077        7.45427        0.00000
        8.28252        6.62602        1.65650
        8.28252        7.45427        2.48476
        9.11077        6.62602        2.48476
        9.11077        7.45427        1.65650
        8.28252        6.62602        3.31301
        8.28252        7.45427        4.14126
        9.11077        6.62602        4.14126
        9.11077        7.45427        3.31301
        8.28252        6.62602        4.96951
        8.28252        7.45427        5.79776
        9.11077        6.62602        5.79776
        9.11077        7.45427        4.96951
        8.28252        6.62602        6.62602
        8.28252        7.45427        7.45427
        9.11077        6.62602        7.45427
        9.11077        7.45427        6.62602
        8.28252        6.62602        8.28252
        8.28252        7.45427        9.11077
        9.11077        6.62602        9.11077
        9.11077        7.45427        8.28252
        8.28252        8.28252        0.00000
        8.28252        9.11077        0.82825
        9.11077        8.28252        0.82825
        9.11077        9.11077        0.00000
        8.28252        8.28252        1.65650
        8.28252        9.11077        2.48476
        9.11077        8.28252        2.48476
        9.11077        9.11077        1.65650
        8.28252        8.28252        3.31301
        8.28252        9.11077        4.14126
        9.11077        8.28252        4.14126
        9.11077        9.11077        3.31301
        8.28252        8.28252        4.96951
        8.28252        9.11077        5.79776
        9.11077        8.28252        5.79776
        9.11077        9.11077        4.96951
        8.28252        8.28252        6.62602
        8.28252        9.11077        7.45427
        9.11077        8.28252        7.45427
        9.11077        9.11077        6.62602
        8.28252        8.28252        8.28252
        8.28252        9.11077        9.11077
        9.11077        8.28252        9.11077
        9.11077        9.11077        8.28252
